case_id,open_date,close_date,days_to_close,severity,product_area,issue_type,complexity,effort_level,escalation_flag,reopen_flag,agent_type,lifecycle_stage_touched,handoff_time_hours,num_actions,automation_success,first_response_time_hours,resolution_accuracy,csat_score,sla_target_days,sla_met,repeat_contact_flag,kb_article_used,kb_coverage_score,engineer_workload,queue_depth
CASE-101092,2025-02-02T08:00:00.000Z,2025-02-15T04:57:58.004Z,12.87,Sev-B,Storage,Feature Gap,Medium,Medium,false,true,Knowledge,Creation,12.6,5,false,4.1,0.85,3.2,8,false,false,false,0.63,11,29
CASE-101093,2024-03-15T22:00:00.000Z,2024-04-05T05:11:28.211Z,20.3,Sev-C,Security,Outage,High,High,false,false,Scoping,Creation,10.3,6,true,4,0.93,5,12,false,false,false,0.2,20,73
CASE-101094,2025-02-24T09:00:00.000Z,2025-02-24T21:00:00.000Z,0.5,Sev-B,Storage,Feature Gap,Low,Medium,false,false,Blended,Scoping/Troubleshooting,5.5,5,true,3.9,0.82,4.6,8,true,false,false,0.34,22,47
CASE-101095,2024-06-07T14:00:00.000Z,2024-06-18T15:37:47.621Z,11.07,Sev-C,Security,Feature Gap,Medium,Low,false,false,Blended,Scoping/Troubleshooting,9.4,4,true,4,0.84,4.4,12,true,false,true,0.74,3,60
CASE-101096,2024-08-23T04:00:00.000Z,2024-09-16T18:13:24.915Z,24.59,Sev-D,Data Platform,Bug,High,Medium,true,true,None,,,1,,3.5,0.74,4.7,18,false,false,true,0.73,22,55
CASE-101097,2024-08-17T05:00:00.000Z,2024-08-28T04:04:32.612Z,10.96,Sev-A,Security,Bug,Medium,High,false,false,Knowledge,Creation,15.7,2,true,6.8,0.9,4.4,5,false,false,true,0.71,24,40
CASE-101098,2024-06-21T01:00:00.000Z,2024-07-04T11:21:00.687Z,13.43,Sev-A,Identity,Feature Gap,Medium,High,false,false,CaseHealth,Scoping/Troubleshooting,8.2,5,false,3.3,0.93,3.5,5,false,true,false,0.4,20,60
CASE-101099,2024-03-22T09:00:00.000Z,2024-04-06T00:19:10.480Z,14.64,Sev-D,Storage,Feature Gap,Medium,Medium,false,false,Blended,Closure,1.9,5,true,3.4,0.95,4.4,18,true,false,true,0.62,17,13
CASE-101100,2024-03-29T05:00:00.000Z,2024-04-05T09:15:41.782Z,7.18,Sev-D,Data Platform,Outage,Low,Low,false,false,Knowledge,Creation,8.1,4,true,8.3,0.95,4.7,18,true,false,true,1,11,18
CASE-101101,2024-10-23T05:00:00.000Z,2024-10-31T08:51:12.050Z,8.16,Sev-B,Compute,Bug,Low,Medium,false,true,Scoping,Scoping/Troubleshooting,8.5,6,true,6.7,1,3.6,8,false,false,true,0.46,13,17
CASE-101102,2024-07-26T04:00:00.000Z,2024-08-02T22:26:23.431Z,7.77,Sev-B,Collaboration,Performance,High,Low,false,false,Blended,Creation,0.9,7,true,2.1,0.98,3.9,8,true,true,true,0.71,9,57
CASE-101103,2024-05-24T00:00:00.000Z,2024-06-01T18:03:31.352Z,8.75,Sev-B,Data Platform,Performance,High,Medium,false,false,Blended,Closure,7.5,4,true,3.4,0.88,4,8,false,false,true,0.58,15,31
CASE-101104,2024-03-18T04:00:00.000Z,2024-03-20T02:34:15.098Z,1.94,Sev-B,Data Platform,Feature Gap,Low,Low,true,false,None,,,3,,4.2,1,4.4,8,true,false,true,0.65,11,59
CASE-101105,2025-02-16T17:00:00.000Z,2025-03-01T14:56:28.297Z,12.91,Sev-B,Compute,Configuration,Low,High,false,false,Routing,Creation,1.3,7,true,1.3,0.81,4.1,8,false,false,false,0.51,23,46
CASE-101106,2024-06-15T11:00:00.000Z,2024-07-14T02:06:41.231Z,28.63,Sev-D,Storage,Outage,High,High,false,false,Routing,Closure,16.3,2,true,1.2,0.86,3.8,18,false,false,true,0.52,5,48
CASE-101107,2024-11-21T12:00:00.000Z,2024-12-14T20:15:02.514Z,23.34,Sev-C,Security,Performance,Medium,High,false,false,None,,,1,,6.4,0.91,4,12,false,false,true,0.63,20,34
CASE-101108,2024-08-24T23:00:00.000Z,2024-09-09T12:18:46.757Z,15.55,Sev-D,Networking,Outage,Medium,Low,false,false,Scoping,Closure,5.5,8,false,5.7,0.56,2.7,18,true,false,true,0.9,8,12
CASE-101109,2025-01-29T14:00:00.000Z,2025-02-11T05:20:39.223Z,12.64,Sev-C,Storage,Configuration,Low,Medium,true,false,None,,,2,,5.6,0.9,3.1,12,false,false,false,0.33,22,9
CASE-101110,2024-12-19T10:00:00.000Z,2024-12-31T22:41:02.149Z,12.53,Sev-B,Compute,Bug,Medium,Medium,false,false,None,,,1,,6.7,0.75,2.8,8,false,false,false,0.52,13,71
CASE-101111,2025-03-27T07:00:00.000Z,2025-03-28T12:15:22.211Z,1.22,Sev-A,Collaboration,Bug,Medium,Low,false,false,Blended,Closure,1.6,7,true,4.2,0.85,4,5,true,false,true,0.57,6,9
CASE-101112,2025-01-06T10:00:00.000Z,2025-01-17T13:03:16.708Z,11.13,Sev-C,Compute,Bug,Medium,Low,true,true,Blended,Creation,3.1,6,true,1.5,0.79,5,12,true,false,true,0.62,20,13
CASE-101113,2024-03-28T23:00:00.000Z,2024-04-07T06:32:14.747Z,9.31,Sev-A,Data Platform,How-To,Medium,Low,false,false,CaseHealth,Closure,5.4,3,true,4,0.8,3.8,5,false,false,false,0.28,19,57
CASE-101114,2024-11-17T06:00:00.000Z,2024-11-17T18:00:00.000Z,0.5,Sev-B,Data Platform,Feature Gap,Low,Medium,false,false,Blended,Closure,2.1,5,false,1.5,0.74,2.4,8,true,true,true,0.63,14,12
CASE-101115,2024-07-08T04:00:00.000Z,2024-07-19T20:55:36.263Z,11.71,Sev-C,Compute,Performance,Medium,Low,false,false,Routing,Creation,14.6,4,true,2,0.84,3.4,12,true,false,true,0.72,10,58
CASE-101116,2024-01-23T16:00:00.000Z,2024-02-04T09:10:59.300Z,11.72,Sev-B,Networking,Feature Gap,Medium,Medium,false,false,None,,,1,,6.2,0.77,3.8,8,false,false,true,0.75,22,48
CASE-101117,2024-09-29T13:00:00.000Z,2024-10-10T01:18:51.649Z,10.51,Sev-C,Collaboration,Feature Gap,Medium,Low,false,false,Scoping,Scoping/Troubleshooting,0.7,3,true,4.4,0.88,4.2,12,true,false,true,0.55,22,42
CASE-101118,2024-02-10T17:00:00.000Z,2024-03-02T18:19:54.344Z,21.06,Sev-C,Collaboration,Outage,High,Medium,false,false,None,,,1,,6.1,0.99,4.1,12,false,false,false,0.41,12,19
CASE-101119,2024-11-17T20:00:00.000Z,2024-12-03T13:27:47.897Z,15.73,Sev-C,Compute,Feature Gap,Medium,Low,false,false,None,,,2,,8.7,0.7,5,12,false,false,true,0.74,4,18
CASE-101120,2025-01-08T22:00:00.000Z,2025-01-31T02:28:00.887Z,22.19,Sev-C,Networking,How-To,High,High,false,false,Blended,Closure,8.5,6,true,0.2,1,4.1,12,false,false,true,0.96,15,19
CASE-101121,2025-03-08T11:00:00.000Z,2025-03-21T14:19:59.688Z,13.14,Sev-C,Storage,Bug,Medium,Low,false,false,None,,,2,,8.8,0.78,3.7,12,false,false,false,0.74,24,37
CASE-101122,2025-02-25T02:00:00.000Z,2025-03-09T13:42:40.707Z,12.49,Sev-C,Storage,Bug,Low,Medium,true,false,Knowledge,Closure,5.4,2,false,3.4,0.87,3.7,12,false,false,false,0.28,23,25
CASE-101123,2024-01-12T05:00:00.000Z,2024-01-24T17:40:06.025Z,12.53,Sev-D,Compute,Performance,Low,Low,false,false,None,,,1,,6.7,0.67,2.1,18,true,false,false,0.37,16,50
CASE-101124,2024-11-11T02:00:00.000Z,2024-11-28T15:29:26.432Z,17.56,Sev-C,Collaboration,Outage,High,High,false,false,Blended,Scoping/Troubleshooting,0.5,2,true,7.8,0.79,4.8,12,false,false,true,0.76,5,47
CASE-101125,2024-10-18T19:00:00.000Z,2024-11-15T18:43:23.608Z,27.99,Sev-D,Security,Configuration,High,High,false,true,None,,,3,,3.1,0.77,3.6,18,false,false,false,0.25,14,37
CASE-101126,2024-09-19T22:00:00.000Z,2024-10-10T17:29:58.119Z,20.81,Sev-B,Compute,Performance,High,Medium,true,false,None,,,3,,3.8,0.72,3.3,8,false,false,true,0.94,5,28
CASE-101127,2024-02-07T05:00:00.000Z,2024-02-21T14:04:54.599Z,14.38,Sev-B,Identity,Bug,High,Low,false,false,Knowledge,Creation,0.7,7,true,4.8,0.7,3.4,8,false,false,true,0.67,15,74
CASE-101128,2024-11-24T10:00:00.000Z,2024-12-09T15:23:28.238Z,15.22,Sev-C,Compute,Performance,Medium,Low,false,false,None,,,3,,6.1,0.86,3.6,12,false,false,false,0.34,13,60
CASE-101129,2025-02-28T18:00:00.000Z,2025-03-16T21:47:38.284Z,16.16,Sev-B,Security,Bug,High,Medium,false,false,None,,,2,,9.4,0.86,4.2,8,false,false,false,0.38,12,24
CASE-101130,2024-09-30T07:00:00.000Z,2024-10-04T12:40:48.895Z,4.24,Sev-A,Networking,Configuration,Medium,Low,false,false,CaseHealth,Creation,8.7,5,true,4.5,0.86,3.6,5,true,false,false,0.41,18,22
CASE-101131,2024-07-12T16:00:00.000Z,2024-07-24T14:29:16.939Z,11.94,Sev-C,Compute,Configuration,Medium,Low,false,false,Knowledge,Scoping/Troubleshooting,0.5,4,true,1.5,0.88,5,12,true,true,true,0.85,4,45
CASE-101132,2024-10-02T23:00:00.000Z,2024-10-13T15:19:15.373Z,10.68,Sev-C,Security,Configuration,Medium,Low,false,false,Routing,Scoping/Troubleshooting,5.9,2,true,3.9,0.97,4.4,12,true,true,true,1,9,31
CASE-101133,2024-10-14T18:00:00.000Z,2024-11-02T22:28:36.315Z,19.19,Sev-C,Identity,Outage,Medium,Medium,true,false,None,,,3,,4.7,0.85,3.4,12,false,false,false,0.31,17,27
CASE-101134,2025-05-03T07:00:00.000Z,2025-05-15T16:21:18.407Z,12.39,Sev-B,Identity,Configuration,High,High,false,false,Blended,Scoping/Troubleshooting,12.2,2,true,5.7,0.79,5,8,false,false,true,0.57,19,31
CASE-101135,2024-07-07T02:00:00.000Z,2024-07-22T17:53:36.619Z,15.66,Sev-B,Security,How-To,Medium,High,false,false,Routing,Creation,0.7,5,true,2.5,0.93,5,8,false,false,true,0.74,17,73
CASE-101136,2024-01-21T05:00:00.000Z,2024-02-08T13:14:53.419Z,18.34,Sev-D,Security,Configuration,Low,High,false,false,Knowledge,Closure,6.6,4,true,3.9,1,4.5,18,false,false,false,0.37,13,7
CASE-101137,2024-11-09T22:00:00.000Z,2024-11-18T09:18:06.272Z,8.47,Sev-C,Networking,Outage,Medium,Low,false,false,Blended,Scoping/Troubleshooting,9.6,2,true,2.4,0.91,3.8,12,true,false,true,0.79,4,22
CASE-101138,2024-08-25T11:00:00.000Z,2024-09-09T16:14:20.750Z,15.22,Sev-B,Identity,Outage,Medium,High,false,false,Routing,Creation,4.4,5,true,5.6,0.86,4.9,8,false,false,true,0.81,22,61
CASE-101139,2024-03-19T20:00:00.000Z,2024-04-12T18:05:27.599Z,23.92,Sev-D,Storage,Outage,High,Low,false,false,None,,,1,,5.2,0.72,4,18,false,false,false,0.55,22,26
CASE-101140,2024-07-06T11:00:00.000Z,2024-07-25T17:19:03.937Z,19.26,Sev-D,Data Platform,Feature Gap,Low,High,false,false,Routing,Closure,5.9,8,true,2.7,0.89,4.2,18,false,false,true,0.71,12,48
CASE-101141,2024-10-12T23:00:00.000Z,2024-10-18T22:40:57.519Z,5.99,Sev-C,Identity,Feature Gap,Medium,Low,false,false,Blended,Creation,11.2,4,true,3,0.83,3.5,12,true,false,true,0.73,4,70
CASE-101142,2024-04-10T08:00:00.000Z,2024-04-21T15:26:51.562Z,11.31,Sev-C,Networking,Performance,Low,Low,false,false,None,,,3,,4,0.67,4.7,12,true,false,false,0.09,14,70
CASE-101143,2024-02-10T20:00:00.000Z,2024-02-23T03:51:23.971Z,12.33,Sev-C,Compute,Bug,Low,Medium,true,false,None,,,2,,6.4,0.68,3.2,12,false,false,true,0.69,17,40
CASE-101144,2025-05-10T10:00:00.000Z,2025-05-26T09:22:53.648Z,15.97,Sev-C,Networking,Feature Gap,Medium,Medium,false,false,Knowledge,Creation,9.9,7,true,0.2,1,3,12,false,false,true,0.36,14,68
CASE-101145,2025-01-27T07:00:00.000Z,2025-02-15T05:21:38.647Z,18.93,Sev-D,Identity,Configuration,High,Low,false,false,Blended,Creation,6.7,8,true,5.5,0.87,3.7,18,false,false,true,0.85,12,71
CASE-101146,2024-07-20T20:00:00.000Z,2024-08-07T08:16:43.814Z,17.51,Sev-B,Security,Bug,Medium,High,false,false,None,,,2,,6.1,0.65,3.4,8,false,false,false,0.34,13,36
CASE-101147,2024-12-19T18:00:00.000Z,2024-12-29T08:30:49.873Z,9.6,Sev-D,Data Platform,Performance,Low,Medium,false,false,Blended,Scoping/Troubleshooting,1.1,6,true,2,0.99,4.5,18,true,true,false,0.18,16,59
CASE-101148,2024-05-01T02:00:00.000Z,2024-05-14T01:46:04.132Z,12.99,Sev-C,Data Platform,How-To,Low,Medium,false,false,None,,,2,,7.3,0.75,3.8,12,false,true,true,0.86,5,61
CASE-101149,2024-02-21T15:00:00.000Z,2024-03-10T21:56:27.170Z,18.29,Sev-D,Storage,Configuration,Medium,High,false,false,Knowledge,Closure,13.2,4,true,0.8,0.85,5,18,false,false,true,0.74,18,26
CASE-101150,2024-12-12T00:00:00.000Z,2024-12-27T19:28:46.575Z,15.81,Sev-C,Collaboration,Performance,High,Medium,true,false,Knowledge,Closure,5.9,8,true,2.4,0.85,4.2,12,false,false,false,0.43,14,45
CASE-101151,2025-04-03T20:00:00.000Z,2025-04-18T06:18:44.145Z,14.43,Sev-C,Storage,How-To,Medium,High,true,true,Scoping,Scoping/Troubleshooting,7,3,true,4.2,0.92,4.7,12,false,false,true,0.82,18,60
CASE-101152,2024-07-13T17:00:00.000Z,2024-07-28T20:00:40.523Z,15.13,Sev-D,Compute,Bug,Medium,Medium,false,false,Knowledge,Closure,3.2,3,true,0.8,0.81,3.9,18,true,false,true,0.84,21,32
CASE-101153,2024-04-07T23:00:00.000Z,2024-04-18T15:00:29.516Z,10.67,Sev-D,Networking,Feature Gap,Medium,Low,false,false,Blended,Scoping/Troubleshooting,7.2,2,true,7.1,0.87,3.1,18,true,false,true,0.85,5,68
CASE-101154,2025-03-12T16:00:00.000Z,2025-03-25T08:14:40.329Z,12.68,Sev-D,Networking,Configuration,Low,Low,false,false,Routing,Creation,8.2,2,true,1.9,1,4.4,18,true,false,false,0.25,7,60
CASE-101155,2024-11-21T23:00:00.000Z,2024-12-18T17:14:29.549Z,26.76,Sev-C,Compute,How-To,High,High,false,false,Knowledge,Creation,0.5,2,true,2.4,0.97,3.5,12,false,false,true,0.57,9,67
CASE-101156,2024-01-25T06:00:00.000Z,2024-02-15T18:17:02.855Z,21.51,Sev-D,Compute,Outage,Medium,High,false,false,Routing,Closure,4.5,6,true,5.3,1,3.6,18,false,false,false,0.57,10,7
CASE-101157,2024-08-30T18:00:00.000Z,2024-09-05T15:28:51.869Z,5.9,Sev-B,Security,How-To,Low,Medium,false,false,CaseHealth,Closure,6.5,4,true,2.7,0.85,4.3,8,true,false,true,0.68,20,11
CASE-101158,2024-11-26T14:00:00.000Z,2024-12-02T22:23:47.630Z,6.35,Sev-A,Security,Bug,Medium,Low,false,false,Scoping,Closure,6.1,3,true,3.3,0.7,4.5,5,false,true,false,0.57,6,9
CASE-101159,2024-12-13T19:00:00.000Z,2024-12-28T14:24:26.024Z,14.81,Sev-C,Storage,Outage,Medium,Low,false,false,Scoping,Scoping/Troubleshooting,6.1,5,false,5.1,0.81,3.2,12,false,true,false,0.48,16,46
CASE-101160,2024-03-15T01:00:00.000Z,2024-03-27T21:53:48.768Z,12.87,Sev-B,Security,Feature Gap,Medium,Medium,false,false,Blended,Creation,6.8,6,true,1.9,0.95,3.7,8,false,false,true,0.75,19,76
CASE-101161,2025-01-11T03:00:00.000Z,2025-01-15T06:36:27.939Z,4.15,Sev-B,Collaboration,Outage,Medium,Low,true,false,CaseHealth,Scoping/Troubleshooting,7.5,2,true,3.5,1,4.1,8,true,false,false,0.19,24,51
CASE-101162,2024-05-10T18:00:00.000Z,2024-05-21T17:19:24.742Z,10.97,Sev-A,Compute,How-To,Medium,Medium,false,false,None,,,2,,9,0.96,2.6,5,false,true,false,0.43,20,9
CASE-101163,2025-04-09T14:00:00.000Z,2025-05-05T10:14:53.204Z,25.84,Sev-D,Security,Bug,Medium,High,false,false,None,,,3,,6.7,0.92,3.8,18,false,false,false,0.3,13,78
CASE-101164,2025-05-12T15:00:00.000Z,2025-05-30T02:35:21.369Z,17.48,Sev-D,Storage,Configuration,Low,High,false,false,Routing,Creation,6.5,5,true,0.2,1,3.9,18,true,false,true,0.85,11,8
CASE-101165,2024-12-29T16:00:00.000Z,2025-01-11T15:12:10.141Z,12.97,Sev-A,Data Platform,Performance,Medium,High,false,false,None,,,1,,7.9,0.85,2.7,5,false,false,true,0.74,9,48
CASE-101166,2024-07-29T21:00:00.000Z,2024-08-22T07:52:58.809Z,23.45,Sev-D,Security,Outage,High,Low,false,false,None,,,2,,7.2,0.74,1.8,18,false,false,false,0.5,24,33
CASE-101167,2024-11-14T03:00:00.000Z,2024-11-21T07:05:01.846Z,7.17,Sev-A,Compute,Bug,Medium,High,false,false,Blended,Scoping/Troubleshooting,4.7,3,true,4.6,0.88,4.2,5,false,false,false,0.46,21,79
CASE-101168,2025-03-12T05:00:00.000Z,2025-03-25T03:42:06.473Z,12.95,Sev-A,Storage,Bug,Medium,High,false,false,Routing,Creation,6.5,4,true,4.8,0.93,3.7,5,false,false,false,0.32,10,21
CASE-101169,2025-01-30T05:00:00.000Z,2025-02-09T06:59:11.241Z,10.08,Sev-B,Data Platform,Outage,Medium,Medium,false,false,Scoping,Closure,5,3,true,4.1,0.99,4.3,8,false,false,false,0.38,24,53
CASE-101170,2024-08-11T05:00:00.000Z,2024-08-21T20:35:57.640Z,10.65,Sev-C,Security,Bug,Low,Medium,false,false,Routing,Scoping/Troubleshooting,6.7,8,true,3.9,0.84,3.7,12,true,false,false,0.56,17,33
CASE-101171,2025-04-10T17:00:00.000Z,2025-04-28T09:18:32.454Z,17.68,Sev-C,Identity,Performance,Medium,Medium,false,false,Scoping,Creation,4,3,true,0.7,1,4.7,12,false,false,true,1,6,14
CASE-101172,2025-04-08T08:00:00.000Z,2025-04-12T11:07:12.143Z,4.13,Sev-A,Compute,Bug,Medium,Low,false,false,Scoping,Closure,5.9,6,false,4.1,0.86,4,5,true,false,true,0.8,18,5
CASE-101173,2024-07-02T13:00:00.000Z,2024-07-13T23:47:59.503Z,11.45,Sev-C,Networking,Outage,Medium,Low,false,false,Blended,Closure,0.9,6,true,1.9,0.9,3.7,12,true,false,false,0.04,16,30
CASE-101174,2024-05-26T23:00:00.000Z,2024-06-04T21:05:29.444Z,8.92,Sev-B,Collaboration,Configuration,Medium,Low,false,true,CaseHealth,Creation,0.2,2,true,5.7,0.88,3.3,8,false,true,false,0.45,4,45
CASE-101175,2024-07-01T23:00:00.000Z,2024-07-11T01:00:11.735Z,9.08,Sev-B,Storage,Outage,Medium,Low,false,false,Knowledge,Closure,8.6,7,true,2.3,0.65,4.8,8,false,true,false,0.69,17,69
CASE-101176,2024-09-10T05:00:00.000Z,2024-09-22T18:59:14.279Z,12.58,Sev-B,Networking,Outage,High,Medium,false,false,Scoping,Scoping/Troubleshooting,1.2,4,true,4.9,0.93,4.7,8,false,false,false,0.48,17,52
CASE-101177,2024-05-18T16:00:00.000Z,2024-05-29T08:10:14.462Z,10.67,Sev-C,Compute,Configuration,Low,Medium,false,false,Scoping,Creation,6.8,4,true,5.1,1,4.5,12,true,false,false,0.43,7,50
CASE-101178,2024-12-07T02:00:00.000Z,2024-12-16T05:39:55.125Z,9.15,Sev-B,Compute,Configuration,Medium,Medium,false,false,Knowledge,Closure,12.7,6,true,3.3,0.85,4.3,8,false,false,true,0.59,13,60
CASE-101179,2024-12-02T20:00:00.000Z,2024-12-11T11:37:45.942Z,8.65,Sev-B,Data Platform,How-To,Low,Medium,true,false,Knowledge,Creation,9.1,8,true,3.4,0.95,4.9,8,false,false,true,0.92,18,77
CASE-101180,2025-04-21T21:00:00.000Z,2025-05-01T00:28:18.935Z,9.14,Sev-C,Networking,Bug,Low,Medium,false,false,None,,,2,,5.8,0.76,3.1,12,true,false,true,0.84,22,62
CASE-101181,2024-09-26T11:00:00.000Z,2024-10-04T03:54:55.405Z,7.7,Sev-B,Data Platform,How-To,Medium,Low,false,false,Routing,Creation,5.3,4,true,5.6,1,3.4,8,true,true,false,0.23,18,21
CASE-101182,2024-11-13T04:00:00.000Z,2024-12-06T08:14:00.885Z,23.18,Sev-D,Collaboration,Feature Gap,Medium,Medium,false,false,Routing,Scoping/Troubleshooting,4.5,3,true,7.5,0.83,4.5,18,false,false,false,0.26,8,52
CASE-101183,2025-03-24T11:00:00.000Z,2025-04-15T08:49:21.124Z,21.91,Sev-C,Identity,Outage,High,Low,true,false,None,,,1,,7.7,0.87,2.6,12,false,false,false,0.6,5,11
CASE-101184,2024-08-31T02:00:00.000Z,2024-09-20T03:49:21.156Z,20.08,Sev-C,Storage,Performance,Medium,Medium,false,false,None,,,2,,7.2,0.68,4.3,12,false,false,false,0.22,16,53
CASE-101185,2025-04-26T08:00:00.000Z,2025-05-14T06:49:53.320Z,17.95,Sev-C,Storage,Feature Gap,Medium,High,false,false,Scoping,Scoping/Troubleshooting,8.7,3,true,0.2,0.85,3.9,12,false,false,true,0.89,6,42
CASE-101186,2024-03-04T16:00:00.000Z,2024-03-24T13:26:15.319Z,19.89,Sev-D,Data Platform,Feature Gap,Medium,High,false,false,Blended,Scoping/Troubleshooting,0.1,7,true,1.5,0.82,4.2,18,false,false,true,0.81,5,50
CASE-101187,2025-01-07T06:00:00.000Z,2025-01-20T00:19:07.428Z,12.76,Sev-A,Security,Performance,High,Low,true,true,None,,,1,,4.4,0.68,3.7,5,false,false,true,0.45,9,11
CASE-101188,2024-05-27T20:00:00.000Z,2024-06-14T23:59:16.506Z,18.17,Sev-B,Storage,Outage,High,Medium,false,false,Routing,Creation,9,7,true,2.6,0.75,3.6,8,false,true,true,0.84,3,62
CASE-101189,2024-03-17T09:00:00.000Z,2024-04-07T16:59:56.026Z,21.33,Sev-D,Networking,Performance,Medium,Medium,false,false,None,,,3,,10.8,0.91,3.2,18,false,false,false,0.35,5,37
CASE-101190,2024-08-13T10:00:00.000Z,2024-08-19T06:08:16.669Z,5.84,Sev-B,Compute,Performance,Low,Medium,false,false,Scoping,Closure,8.5,7,false,5.7,0.72,3.8,8,true,false,false,0.45,16,70
CASE-101191,2024-06-07T06:00:00.000Z,2024-06-14T08:01:10.982Z,7.08,Sev-A,Compute,How-To,Low,High,false,false,Routing,Creation,5.9,2,true,2.1,0.92,4.3,5,false,false,true,0.75,22,47
CASE-101192,2024-03-26T06:00:00.000Z,2024-04-08T22:26:14.935Z,13.68,Sev-C,Data Platform,Bug,Low,Medium,false,false,None,,,2,,6.7,0.86,3.4,12,false,false,false,0.37,20,67
CASE-101193,2024-09-25T19:00:00.000Z,2024-10-13T18:01:39.121Z,17.96,Sev-D,Storage,Feature Gap,Low,High,false,false,None,,,1,,6,0.86,3.8,18,true,false,false,0.04,9,74
CASE-101194,2024-09-15T00:00:00.000Z,2024-09-15T12:00:00.000Z,0.5,Sev-A,Security,Configuration,Low,Medium,false,false,Scoping,Creation,5.4,6,true,2,1,4.1,5,true,false,true,0.61,23,19
CASE-101195,2024-04-12T14:00:00.000Z,2024-04-20T16:25:18.510Z,8.1,Sev-A,Identity,Performance,Medium,Medium,false,false,None,,,3,,5,0.94,4.3,5,false,false,true,0.83,21,17
CASE-101196,2024-09-10T09:00:00.000Z,2024-09-20T03:26:27.882Z,9.77,Sev-B,Storage,Performance,Medium,Medium,false,false,Knowledge,Creation,2.2,6,true,4.9,0.82,4,8,false,false,false,0.3,18,16
CASE-101197,2024-12-17T12:00:00.000Z,2024-12-23T18:44:29.366Z,6.28,Sev-B,Storage,Feature Gap,Medium,Medium,true,false,Scoping,Closure,8.9,8,true,4.1,0.93,5,8,true,false,false,0.33,7,49
CASE-101198,2024-11-08T13:00:00.000Z,2024-11-29T18:20:17.028Z,21.22,Sev-C,Data Platform,Bug,Medium,High,false,false,Knowledge,Creation,10.7,7,true,7.6,0.88,3.9,12,false,false,true,0.96,19,17
CASE-101199,2025-02-19T16:00:00.000Z,2025-03-14T23:46:17.205Z,23.32,Sev-C,Storage,Feature Gap,High,High,false,false,Routing,Closure,16.9,3,true,4,0.92,3.6,12,false,true,false,0.39,10,22
CASE-101200,2025-01-06T00:00:00.000Z,2025-01-26T05:53:10.420Z,20.25,Sev-C,Storage,Configuration,Medium,High,false,false,Blended,Closure,3.4,5,true,3.3,0.85,4.2,12,false,false,false,0.46,10,73
CASE-101201,2024-06-03T22:00:00.000Z,2024-06-10T08:16:18.189Z,6.43,Sev-C,Security,Outage,Low,Low,false,false,Scoping,Creation,8.8,2,true,5.4,0.99,4.5,12,true,false,false,0.42,16,7
CASE-101202,2024-07-01T03:00:00.000Z,2024-07-08T20:09:42.535Z,7.72,Sev-C,Storage,Configuration,Low,Low,false,false,CaseHealth,Scoping/Troubleshooting,1.5,2,true,2.6,0.86,4.8,12,true,false,false,0.33,16,17
CASE-101203,2024-05-29T07:00:00.000Z,2024-06-04T22:49:26.508Z,6.66,Sev-A,Identity,Feature Gap,Medium,Low,false,false,None,,,2,,8.2,0.79,3.6,5,false,true,false,0.53,12,78
CASE-101204,2024-01-11T22:00:00.000Z,2024-01-17T02:07:41.468Z,5.17,Sev-C,Data Platform,Bug,Low,Low,false,false,Blended,Closure,9.1,7,true,1.1,0.92,3.8,12,true,false,true,0.54,11,10
CASE-101205,2024-07-27T18:00:00.000Z,2024-08-09T15:44:26.296Z,12.91,Sev-D,Security,Outage,Low,Low,false,false,None,,,1,,2.9,0.92,4.2,18,true,false,false,0.82,4,56
CASE-101206,2024-01-12T12:00:00.000Z,2024-01-26T10:03:49.353Z,13.92,Sev-C,Collaboration,Configuration,Medium,Low,false,false,Scoping,Closure,3.3,7,true,1.2,0.87,4.3,12,false,true,false,0.44,10,52
CASE-101207,2024-03-19T02:00:00.000Z,2024-04-10T21:18:37.990Z,22.8,Sev-C,Identity,Performance,High,Low,true,false,None,,,2,,8.3,0.93,3.3,12,false,false,false,0.33,5,37
CASE-101208,2024-12-04T17:00:00.000Z,2024-12-22T18:09:24.974Z,18.05,Sev-C,Compute,Performance,High,Low,true,true,None,,,1,,4.4,0.75,4,12,false,false,true,1,11,32
CASE-101209,2024-06-18T19:00:00.000Z,2024-07-04T20:43:52.506Z,16.07,Sev-B,Networking,Outage,High,Medium,false,false,Routing,Creation,3.7,3,true,1.1,0.95,4.6,8,false,false,false,0.14,7,51
CASE-101210,2024-08-29T17:00:00.000Z,2024-09-08T12:19:43.470Z,9.81,Sev-B,Storage,Bug,High,Medium,false,false,Blended,Scoping/Troubleshooting,1.3,7,false,3.4,0.73,3.8,8,false,false,true,0.95,16,27
CASE-101211,2024-04-26T01:00:00.000Z,2024-05-06T05:13:11.275Z,10.18,Sev-C,Security,Bug,Medium,Low,false,false,None,,,1,,7.3,0.97,3.1,12,true,false,false,0.45,21,63
CASE-101212,2025-05-06T17:00:00.000Z,2025-05-16T06:24:00.817Z,9.56,Sev-B,Compute,Bug,Medium,Medium,false,false,Scoping,Closure,7.3,5,true,5.8,1,4.7,8,false,false,true,0.98,11,51
CASE-101213,2024-05-04T23:00:00.000Z,2024-05-18T09:34:41.106Z,13.44,Sev-B,Data Platform,Bug,High,Low,false,false,Routing,Closure,2,6,true,7.2,0.8,3.7,8,false,false,false,0.6,11,30
